"","datetime","TotInflow"
"1",2014-05-20,1.37053537544
"2",2014-05-21,1.29391389431234
"3",2014-05-22,1.24844094444469
"4",2014-05-23,1.17181946331703
"5",2014-05-24,1.12634651344938
"6",2014-05-25,1.04406166300172
"7",2014-05-26,0.990093659154069
"8",2014-05-27,0.938957339966414
"9",2014-05-28,0.913306182718759
"10",2014-05-29,0.802704485671103
"11",2014-05-30,0.808201859683448
"12",2014-05-31,0.788214071755793
"13",2014-06-01,0.785216391788138
"14",2014-06-02,0.867169251620483
"15",2014-06-03,0.861339886992827
"16",2014-06-04,0.798876829165172
"17",2014-06-05,0.759067248617517
"18",2014-06-06,1.04206971930986
"19",2014-06-07,1.14950774108221
"20",2014-06-08,0.965282242874552
"21",2014-06-09,0.899987500386897
"22",2014-06-10,0.752573902759241
"23",2014-06-11,0.690110844931586
"24",2014-06-12,0.687113164963931
"25",2014-06-13,1.06072954477628
"26",2014-06-14,1.35789043876862
"27",2014-06-15,1.38320960540097
"28",2014-06-16,1.25561780039331
"29",2014-06-17,1.20448148120566
"30",2014-06-18,1.139186738718
"31",2014-06-19,1.07295461096359
"32",2014-06-20,1.12848492358917
"33",2014-06-21,1.26896577601476
"34",2014-06-22,1.28768418806034
"35",2014-06-23,1.25260059156593
"36",2014-06-24,1.26282394963152
"37",2014-06-25,1.2050868758571
"38",2014-06-26,1.13319137878269
"39",2014-06-27,1.10377115160828
"40",2014-06-28,1.34902433645386
"41",2014-06-29,1.22049514617945
"42",2014-06-30,1.13160954114503
"43",2014-07-01,1.09086257533062
"44",2014-07-02,1.08692751009621
"45",2014-07-03,0.978220112441793
"46",2014-07-04,0.832700814207379
"47",2014-07-05,0.780627109752965
"48",2014-07-06,0.790850467818552
"49",2014-07-07,0.781252033264138
"50",2014-07-08,0.848109084529724
"51",2014-07-09,0.77904527211531
"52",2014-07-10,0.746793360280897
"53",2014-07-11,0.711709763786483
"54",2014-07-12,0.704943013892069
"55",2014-07-13,0.669859417397655
"56",2014-07-14,0.671587721483241
"57",2014-07-15,0.704464556828828
"58",2014-07-16,0.658054221694414
"59",2014-07-17,0.64279241782
"60",2014-07-18,0.635438618566606
"61",2014-07-19,0.608263026693212
"62",2014-07-20,0.603740912099818
"63",2014-07-21,0.599218797506424
"64",2014-07-22,0.60036005223303
"65",2014-07-23,0.595837937639636
"66",2014-07-24,0.560167291786242
"67",2014-07-25,0.561308546512849
"68",2014-07-26,0.559618116579454
"69",2014-07-27,0.569254425286061
"70",2014-07-28,0.559068941372667
"71",2014-07-29,0.551715142119273
"72",2014-07-30,0.518876180925879
"73",2014-07-31,0.511522381672485
"74",2014-08-01,0.507000267079091
"75",2014-08-02,0.505309837145697
"76",2014-08-03,0.497956037892303
"77",2014-08-04,0.499097292618909
"78",2014-08-05,0.488911808705515
"79",2014-08-06,0.478726324792121
"80",2014-08-07,0.474204210198727
"81",2014-08-08,0.571622743365333
"82",2014-08-09,0.589754106051939
"83",2014-08-10,0.585231991458546
"84",2014-08-11,0.640175254725152
"85",2014-08-12,0.649811563431758
"86",2014-08-13,0.619804286898364
"87",2014-08-14,0.60112374900497
"88",2014-08-15,0.568284787811576
"89",2014-08-16,0.524119087978182
"90",2014-08-17,0.479953388144788
"91",2014-08-18,0.461272850251394
"92",2014-08-19,0.468077474298
"93",2014-08-20,0.461006128438722
"94",2014-08-21,0.459598151899444
"95",2014-08-22,0.463853544680167
"96",2014-08-23,0.470940622120889
"97",2014-08-24,0.472364330241611
"98",2014-08-25,0.516263308262333
"99",2014-08-26,0.497865223763056
"100",2014-08-27,0.507783985863778
"101",2014-08-28,0.5120393786445
"102",2014-08-29,0.530453194725222
"103",2014-08-30,0.625322496625945
"104",2014-08-31,0.587102619506667
"105",2014-09-01,0.616843174227389
"106",2014-09-02,0.626761936328111
"107",2014-09-03,0.761274823468833
"108",2014-09-04,0.969411511769556
"109",2014-09-05,1.01331048979028
"110",2014-09-06,0.909961865491
"111",2014-09-07,0.815108295171722
"112",2014-09-08,0.771225048732444
"113",2014-09-09,0.766985387533167
"114",2014-09-10,0.955300283213889
"115",2014-09-11,0.973714099294611
"116",2014-09-12,0.904345690915333
"117",2014-09-13,0.897274345056056
"118",2014-09-14,0.847727729296778
"119",2014-09-15,0.8038444828575
"120",2014-09-16,0.785446398358222
"121",2014-09-17,0.735899782598944
"122",2014-09-18,0.714670013439667
"123",2014-09-19,0.684945190300389
"124",2014-09-20,0.680705529101111
"125",2014-09-21,0.710446083821833
"126",2014-09-22,0.697711368642556
"127",2014-09-23,0.687808338123278
"128",2014-09-24,0.666578568964
"129",2014-09-25,0.741735385612345
"130",2014-09-26,0.76309019372069
"131",2014-09-27,0.744801416589034
"132",2014-09-28,0.735007693437379
"133",2014-09-29,0.725213970285724
"134",2014-09-30,0.715420247134069
"135",2014-10-01,0.708458208642414
"136",2014-10-02,0.707159539470759
"137",2014-10-03,0.796474779419103
"138",2014-10-04,0.829156326167448
"139",2014-10-05,0.788214071755793
"140",2014-10-06,0.733113394044138
"141",2014-10-07,0.706329562932483
"142",2014-10-08,0.665387308520828
"143",2014-10-09,0.624445054109173
"144",2014-10-10,0.625978069597517
"145",2014-10-11,0.616184346445862
"146",2014-10-12,0.586568830674207
"147",2014-10-13,0.582438476842552
"148",2014-10-14,0.762367625910897
"149",2014-10-15,0.732752110139241
"150",2014-10-16,0.652166270487586
"151",2014-10-17,0.690511186555931
"152",2014-10-18,0.689212517384276
"153",2014-10-19,0.665260370932621
"154",2014-10-20,0.629981485840966
"155",2014-10-21,0.62301944734931
"156",2014-10-22,0.616057408857655
